id,num_orders
1028232,1010.9703974395321
1262649,1033.4697062694636
1453211,1008.7190108098326
1262599,812.4009963847068
1495848,990.6153794191889
1342607,954.6667776510869
1358429,991.4224494788217
1475006,1057.6783331021852
1009709,1088.0542403480108
1460444,552.3208501604752
1476535,1532.4440890548265
1297121,1626.047388035022
1141103,1665.2544603448619
1274933,1459.5587017590074
1435122,4414.487058799887
1486477,3591.0607428100684
1195364,1591.1997075413399
1301491,1577.469094648241
1059056,1320.9130947659007
1098228,1588.9363371800357
1080847,338.34259562136106
1064602,386.4001476355569
1093227,338.26441649382014
1177861,322.2019518006065
1259611,319.34281733992225
1274836,278.5358180437932
1030333,376.5872309814113
1249982,296.25521866150666
1188591,290.6304768927253
1316160,352.6629463907955
1419545,127.09567564551602
1062437,170.52621675199015
1181575,155.62928924810683
1143023,169.5335365953761
1278339,135.17863700344478
1282203,169.42569413231212
1080746,174.42290186638098
1296937,170.7484850955785
1210564,171.45384646392787
1390579,159.80740105642806
1436947,155.65831348829025
1045739,139.38315828157087
1318087,131.6617505938673
1223698,148.26784052303603
1436625,364.3250461059048
1383644,221.71113206274163
1045356,141.48998285848378
1121593,140.4582092178799
1114635,140.82907257917225
1332667,126.38131879433699
1039351,89.15024548254458
1319273,63.33223783942937
1305518,107.03063723784342
1327143,112.41262709178595
1272171,102.33006049377177
1223757,94.33481820502931
1090089,91.07117137178483
1128850,94.41372078798449
1446344,115.05416908841953
1237947,69.28964722668758
1452835,29.646480724560757
1029462,29.460289253822292
1365321,30.04188676628362
1377892,29.231351748918772
1378346,28.384525342669868
1261333,28.41992532597289
1427333,26.826089637085076
1157382,25.561401923441952
1168967,131.350418103365
1306954,314.5299932912131
1342909,142.9874343710004
1244760,141.39032038031158
1431361,161.9544857472713
1276681,255.32106358603363
1148958,289.96952220182476
1184174,143.54372164136254
1323560,141.64375830782515
1066229,120.59816700529015
1025558,570.1699046075142
1083889,620.0273177350347
1378453,551.5514258536597
1434331,568.5353576855084
1311554,575.6820548121946
1111904,537.36345875114
1430955,581.2740479121101
1455829,544.5316040491599
1182896,576.3245468856569
1205862,582.9012184139558
1215917,99.29914018921036
1409427,98.53492417664471
1100468,97.02788062799075
1411863,98.18210687817087
1010693,99.78189360349073
1004925,100.25259188845206
1265382,98.03104092339652
1239027,102.58793568670457
1462013,94.13144938669149
1464784,97.828263286952
1440692,56.30013647991664
1268331,53.429857235025565
1030648,339.5823990334672
1033468,304.8767176825099
1452010,49.196933177645434
1164883,51.840682366409645
1265395,50.82627773900516
1214244,46.503064567908
1307226,47.12335836500698
1425834,73.44878743607771
1105463,441.6835488839284
1245977,492.26268115591347
1352817,466.237255997638
1245183,495.06606103616093
1490092,971.1087036437775
1278462,992.2082290825523
1090267,681.6721192723928
1231613,484.08140936688807
1164334,453.05906824893043
1300150,455.3179468695439
1231259,249.96012895836841
1243020,338.8318260223708
1433764,498.08693998561085
1124103,542.9944622356608
1031825,337.43360472015206
1437782,246.30476808709315
1087645,256.1691623787924
1185456,244.2540561877777
1450862,264.4369783269258
1465438,244.76017024433662
1035890,195.700350239524
1267165,185.26193261559555
1262997,177.94309532418532
1088775,188.55914677829324
1217709,294.21335824667335
1430418,334.58270885255166
1275478,187.25640953570465
1435295,189.77079835358649
1346982,195.0384952050937
1160970,199.4796412492556
1310566,174.008164862961
1014151,185.14391412013003
1374002,187.24196021165926
1417996,232.4829019107098
1141881,262.720379288201
1219590,219.59467364779073
1373220,256.9313182470943
1355558,239.035363391306
1042282,144.7441557989767
1323969,154.88376420088358
1480827,856.8517832120282
1161084,886.8414144634316
1351984,845.5853979915572
1196384,822.270172528112
1231951,821.3125733350848
1004647,829.113379910835
1441493,859.757305457278
1337172,834.6482848736941
1127689,819.1482084104698
1321298,816.6019400145092
1475476,768.7810535775243
1207745,1901.8941449912115
1332437,769.602211872002
1295195,725.8186509616114
1238168,765.485260038245
1401191,726.7324326110485
1320351,4140.13260007734
1015073,3143.5171149839025
1440436,818.7547140797243
1488196,751.4857423563217
1084735,70.92673375127829
1312130,78.8595766288851
1284072,66.08025258231457
1390606,66.95736934178389
1177870,52.69240613701876
1217412,44.51666255274965
1391279,50.98637111661132
1000635,47.07460854950504
1070142,53.19351056811908
1158077,32.830592057379086
1263948,743.1662753811135
1240615,753.4074515829133
1397490,681.3556470913675
1355088,744.4177887134382
1401705,757.3287116533239
1422185,732.6596850783716
1390157,750.2215899733704
1460838,866.4262804344257
1377519,835.9759784342452
1310657,428.1927984125918
1491023,462.0843011710785
1067356,453.35214261423846
1282200,499.2208867249181
1137357,519.3845153217777
1396043,544.755847943581
1269970,529.2462236186784
1350440,529.8032424921978
1308326,544.7633688592028
1242087,429.4638486614982
1043619,498.357745777461
1222185,52.853665926708885
1497941,51.94312030077066
1278537,55.39338642910502
1355035,52.145842161916704
1143583,54.66887923887084
1020166,56.14407238100938
1406416,54.42444740926262
1203123,54.91224591038288
1480428,50.96422200616277
1420069,53.76778654064019
1125502,120.21383419349692
1249505,107.55817608715952
1206767,115.87290039752784
1094469,118.1210477923556
1278323,182.08956460153834
1173977,152.19921258341756
